Unnamed: 0,Pruebas,coef(a)_6am-MLP,rsquared_6am-MLP,Standard Error_6am-MLP,coef(b)_6am-MLP,coef(a)_Acu-6am-MLP,rsquared_Acu-6am-MLP,Standard Error_Acu-6am-MLP,coef(b)_Acu-6am-MLP,coef(a)_6am-Beysens,rsquared_6am-Beysens,Standard Error_6am-Beysens,coef(b)_6am-Beysens,coef(a)_Acu-6am-Beysens,rsquared_Acu-6am-Beysens,Standard Error_Acu-6am-Beysens,coef(b)_Acu-6am-Beysens,coef(a)_Beysens-PM,rsquared_Beysens-PM,Standard Error_Beysens-PM,coef(b)_Beysens-PM,coef(a)_Acu-Beysens-PM,rsquared_Acu-Beysens-PM,Standard Error_Acu-Beysens-PM,coef(b)_Acu-Beysens-PM,coef(a)_MLP-PM,rsquared_MLP-PM,Standard Error_MLP-PM,coef(b)_MLP-PM,coef(a)_Acu-MLP-PM,rsquared_Acu-MLP-PM,Standard Error_Acu-MLP-PM,coef(b)_Acu-MLP-PM,coef(a)_Pd-MLP-LM,rsquared_Pd-MLP-LM,Standard Error_Pd-MLP-LM,coef(b)_Pd-MLP-LM,coef(a)_Acu-Pd-MLP-LM,rsquared_Acu-Pd-MLP-LM,Standard Error_Acu-Pd-MLP-LM,coef(b)_Acu-Pd-MLP-LM,coef(a)_6am-MLP-LM,rsquared_6am-MLP-LM,Standard Error_6am-MLP-LM,coef(b)_6am-MLP-LM,coef(a)_Acu-6am-MLP-LM,rsquared_Acu-6am-MLP-LM,Standard Error_Acu-6am-MLP-LM,coef(b)_Acu-6am-MLP-LM
0,1.0,0.3649065512490399,0.3897614421175062,0.04133825185568762,0.017609918690071016,0.9899460704564588,0.9667606342674128,0.016618755823697838,0.3575594820816234,0.7207654565257081,0.4087086469688945,0.078488838087632,0.011647812245876596,1.0207366625692842,0.9593974753898264,0.019011265722787087,0.3748132587884694,0.00034162530134862365,0.002794080674283439,0.0005843096591115973,0.0003433422447388802,0.020216838682489725,0.6265504487300235,0.0014130947362643196,0.02246650131301793,0.2414162208515845,0.2394601831390448,0.0389520984428776,0.02679399806777294,1.2605059852828988,0.9667466886020076,0.021165381415740942,0.31254176551095514,0.3033363562308672,0.2619013224526168,0.046103395584501716,0.025233091575273276,0.9346640488946122,0.992241685816706,0.005334882577522506,0.07697326388979599,0.35808074465091444,0.4995120620615416,0.03245076182211084,0.015182437998358932,0.8598239688803573,0.9714045972809758,0.01335603856955662,0.3377343861206118
0,2.0,0.5134709035385809,0.4151113004995016,0.05518108544668105,0.018376335113421054,1.1975262733420031,0.9729030893385012,0.01809381868621007,0.1233457592797906,0.6169055416872858,0.30019196451909025,0.08527636645358161,0.016318089244837575,1.307317516600304,0.9748029327257248,0.019029078125333776,0.17576186501480076,-0.0004991295494871052,0.0006431954006187457,0.0017812389708302926,0.004700669385345239,0.14884064374616035,0.8631285608633004,0.00536611897483525,-0.032634591450636664,0.17981066600066994,0.1450315347754373,0.03952568405773788,0.02490437651929369,1.0494999355872079,0.9666321017820708,0.017653723414482625,0.09788389009800476,0.23114580646856386,0.23017100295198845,0.03827171144307437,0.02266461018694673,1.0063525870907,0.9953133311503084,0.004457555611756504,0.1724263620632126,0.4828906568611232,0.4553301444622701,0.04781590000382572,0.018574305679674698,1.1210614209599783,0.9806473038643702,0.014258170757486966,0.16788915969760693
0,3.0,0.6029450222655992,0.4552307239383474,0.05971567442715505,0.022844419255337804,1.392693978281973,0.9545593206802264,0.02751038888007313,-0.12446739661299758,0.7679916039079602,0.38986233313169694,0.08698309099962306,0.01377856083892739,1.1279100590035331,0.9710283475770152,0.01763864555758771,0.1185227788274495,-0.0033180415776504065,0.01997763834768962,0.002104010135801612,0.008972274985748973,0.13659139707263238,0.8670239888112931,0.004843000631014706,0.14509358753729806,0.3630344732123621,0.2950994810937827,0.05079812404411268,0.02649854709106816,1.3519341658038275,0.962454382440105,0.024174927389269445,-0.03380163967932833,0.3876066076872895,0.28655472820284456,0.05537168874155673,0.02510886858667308,1.0728117197415754,0.9944330365034184,0.00518130672958422,-0.2362698236008851,0.5279033711793427,0.4749581461059963,0.05025089585064562,0.021544802661521832,1.3031733413236888,0.9568719031007096,0.025048142019355138,-0.14237791718504827
0,4.0,0.3955532449189335,0.21664887849535971,0.0680965458955798,0.02280842978780704,1.2003896897594728,0.9828194001067596,0.014368937062764528,0.04288416634470352,0.6233965749710886,0.2900300013780629,0.08830454003842662,0.01746612031372073,1.220673752995659,0.9875912100194832,0.012387846070911932,0.2042844928168774,-0.0011681116227925544,0.002571359394211048,0.002082878592805753,0.005796819404544475,0.1097533857876537,0.8497615859422083,0.004178110861132475,0.14713861932068345,0.38472561056121823,0.2407150335539747,0.06186172288598842,0.03034621499713889,1.4202459671156098,0.9761820112275976,0.02008495170110787,0.3856455325472817,0.4050899299897326,0.256614229122518,0.062422086647552014,0.028444943806653824,1.044211864242862,0.9968961836689056,0.003761023474793389,0.003256687393643293,0.3643564203546808,0.2336015137430164,0.059749732399927084,0.02260181987036809,1.1495013277373265,0.9837346694052947,0.013382030651404236,0.06348086513605762
0,5.0,0.3304023214292526,0.3752359152166953,0.038598372043825435,0.018862290456259048,0.9931037385436088,0.9872645822676523,0.0102118521670477,-0.05736949909686946,0.6145218191027668,0.4068470799717328,0.06717769942246023,0.013132467001942306,1.10209280425159,0.9909601434339452,0.009529956704071006,-0.11079091578839476,0.0003918373924477624,0.0006434859269648374,0.0013980305427229991,0.0011742865532222589,0.07192411055450465,0.7900365363730003,0.003356934447322586,-0.02002902409609288,0.26043524916690325,0.25008014861145844,0.0408307804129744,0.02345877459767881,1.141925539287961,0.967748475574417,0.018873469606254342,-0.03440438257440706,0.27437024749606864,0.2155338100453431,0.047389980329170384,0.02186101066202216,1.0054094819159132,0.9865166195417672,0.007587252677291394,0.6111085492295196,0.3805408805104692,0.4525906242845946,0.03789001181908547,0.018056877317830976,1.037591178265014,0.9891739721210048,0.009827534680931851,-0.11888947656926648
0,6.0,0.4858226959333682,0.4773908525669809,0.046020288675826033,0.01653984791230597,1.0372426162166442,0.9906579517662476,0.009119260568371621,-0.00924189983146663,0.6551238723958996,0.34899690570406106,0.08100731694337174,0.01484621604681727,1.1722437863367778,0.9875530054878652,0.011914890776643495,-0.0035330318039146842,0.0017732774493841507,0.010496572976411269,0.001558768649266064,-0.0004611815023344061,0.1134746046156723,0.7456144052146966,0.0060007823517965846,-0.09851272705042992,0.28055828671314165,0.2558688554142737,0.043317079983754316,0.024134984956486603,1.0641849052886363,0.9906805516875444,0.009344702114119252,-0.04245192246856296,0.2951855984849092,0.2295756320685045,0.04895728650466867,0.02191430240209308,0.9604092104738892,0.9921518477218436,0.005513727939297983,0.19449728118807447,0.4269525427825599,0.20926948108527652,0.07513823527216411,0.016603137368645937,0.9996914939094964,0.9826153836124192,0.01203862415910852,-0.10633983871011116
0,7.0,0.6475989799535233,0.5275131757258892,0.05548868554758156,0.015707933646817114,1.1771915503815036,0.9894438000921388,0.011008431859591156,0.16839370824430916,0.7772113476332206,0.528244619370339,0.06649670218851937,0.009190386285052126,1.0648297111879406,0.9936653810885976,0.007697335420850954,-0.08652126872581087,0.001044729670313193,0.03746076292594913,0.00047945176927932843,-0.0010106122093690383,0.01873666876784779,0.5135130139265961,0.0016510960950464392,-0.02023892134580225,0.24788105133025864,0.35555344555689616,0.03021373437137538,0.019438972401250632,0.9313313670881146,0.9801818127636166,0.011989552081759423,0.05130956188706299,0.32073969292164395,0.4407655115490042,0.032708903423082136,0.016456481388245854,1.0367989546141816,0.9947569765334484,0.004858713965397032,0.17125196666371514,0.3983408849845003,0.5446135049811287,0.032977734670087966,0.0155544181493038,0.9331011017994972,0.982710759418296,0.01120531039498603,0.2058194563865765
0,8.0,0.4618114858778268,0.3747603497558605,0.05400465909998044,0.019195509821561846,1.2937823208009172,0.9877621609760316,0.013037894769508795,-0.2831952070249109,0.6003691228724898,0.2563321449574152,0.09258196663925472,0.01569388782199454,1.335142614517388,0.9474501274621869,0.02846789770738972,-0.1821325633766886,-0.003190823446057149,0.022388098536710862,0.0019089629276202989,0.009159828233464763,0.09951108746114462,0.7726999899208267,0.004886364172904984,0.13166685711498985,0.2711018410931514,0.17664058243540814,0.05299099173391465,0.028165862644711038,1.3620653325914758,0.9824174713284448,0.016497215681892278,-0.0813544940343498,0.30144665513701785,0.1811308523528472,0.05802853987531685,0.02552873071482017,1.0003060953278726,0.9920134356973028,0.005793600079304415,-0.2658754206837525,0.4283449169442318,0.26066463478504753,0.06531205708969537,0.019260622208696256,1.350130476659804,0.9800401245791709,0.017444270393107173,-0.5075636235162657
0,9.0,0.4556881148384794,0.3216547797049488,0.05991259571038849,0.024150076231910324,1.384735985148934,0.9930456301244932,0.010491349458664872,-0.07671955708791585,0.8008328181136278,0.4950842511909044,0.07322035827841318,0.013905717384137851,1.31656905627753,0.9885393204669896,0.01283429266020115,-0.20401103284621835,-0.00027532174034088953,7.481690530808383e-05,0.0028816715161178843,0.005714029175487921,0.2796176747855901,0.8779486767309488,0.009438900032137758,-0.12010571956034427,0.26991108291572685,0.16194779964230865,0.05558899563015835,0.027394914718860616,1.521141298068544,0.9731680863912896,0.02286764992730221,-0.4379281628423559,0.27262967716569475,0.16645841990151644,0.055233682759979794,0.025782100914159358,0.9903768260539458,0.9899065712186466,0.006455310049630407,0.525560432228345,0.3646598425507364,0.17536877482254465,0.07159154984786166,0.02586202678558951,1.3877938811843835,0.9911633919531236,0.011863565240743643,-0.13142135579568526
0,10.0,0.4214123206092293,0.3439800445633119,0.052688909329093696,0.023446068349716687,1.1028302327664723,0.9912918611149549,0.009358164025863685,0.14456441997494354,0.522008743828652,0.2431752067726487,0.08337500843288358,0.02097688837228715,1.0471247878391872,0.963456726314452,0.01846316470080885,0.6857649293195449,-0.0025708169024157373,0.014049669368629504,0.0019497803880984196,0.00909436364085534,0.1256148352291638,0.5946714359752372,0.009389145809583771,0.14319043578962815,0.2792585957314906,0.17668608867820335,0.054576810049628895,0.02845690720775962,1.098962585296914,0.9600396332160136,0.020298929918375543,0.43750565597732055,0.25394266184590586,0.10573695398749737,0.06686131805866391,0.02664346846162562,0.9753855636033852,0.9948899780241408,0.004512264601244842,0.049367111415724536,0.4922231964641719,0.28177460283987776,0.07114782779133155,0.020372703259772147,1.1326344383538187,0.9895195661480296,0.0105532757245187,0.04782517060941762
